GEOID,RPL_EBM
17089852904,0.6185
17089853006,0.4676
17089853500,0.597
17091012100,0.6759
17095000200,0.3646
17097860805,0.3808
17097860812,0.4833
17097860905,0.3469
17097861007,0.0976
17097861611,0.3027
17097861106,0.2927
17097861303,0.4524
17097861504,0.8689
17097861603,0.7755
17097863003,0.8886
17097864108,0.4983
17097864110,0.5859
17097864409,0.4932
17197883209,0.4513
17197883212,0.7535
17197883217,0.224
17197883516,0.4216
17197883700,0.5505
17199021100,0.4896
17201001400,0.8358
17201001700,0.8846
17201001900,0.9924
17201002900,0.7619
17201003710,0.7623
17201003809,0.5835
17201003903,0.5102
17201004300,0.3987
17203030601,0.2707
17031829200,0.8079
17031830007,0.7791
17031842200,0.8684
17035972400,0.6959
17037001900,0.5384
17039971800,0.6172
17043840103,0.8317
17043841205,0.8767
17043844401,0.6352
17043845809,0.5484
17043846103,0.7339
17043846106,0.7237
17043846521,0.5583
17043846603,0.9146
17049950700,0.4711
17053961900,0.4879
17063000300,0.8894
17073030203,0.26
17073031000,0.5393
17119403532,0.2604
17119403534,0.1541
17123961300,0.5087
17129010300,0.2171
17133600402,0.4025
17141961400,0.6284
17143002000,0.6605
17143003404,0.5255
17143003601,0.4543
17143004200,0.6229
17161023500,0.8817
17161024500,0.894
17163500400,0.9696
17163501300,0.8067
17165955100,0.2035
17165956200,0.5219
17167000501,0.4776
17167002300,0.4905
17169970100,0.4245
17177001100,0.3483
17179021101,0.1923
17031811800,0.9496
17031812801,0.6112
17031819500,0.8554
17031820902,0.8838
17031821102,0.7499
17031824106,0.1389
17031824125,0.1556
17031824400,0.782
17089852500,0.9809
17089852700,0.879
17091011600,0.7166
17091012500,0.8538
17093890602,0.3234
17095000300,0.5508
17095001200,0.4602
17095001400,0.8943
17097860104,0.4579
17097860301,0.3103
17097860808,0.174
17097861012,0.3124
17097861509,0.7259
17097861610,0.1986
17097861902,0.9147
17097862200,0.9933
17097862604,0.6626
17097864001,0.5422
17097864208,0.6509
17031824124,0.13
17031824508,0.1745
17031825200,0.8658
17031827000,0.8263
17031828000,0.8477
17031829500,0.7827
17031830500,0.9584
17031831000,0.9072
17031831900,0.8063
17031832600,0.8103
17031835200,0.9604
17031837300,0.82
17031838200,0.9112
17031839600,0.8421
17031840100,0.9473
17031840200,0.8643
17031841700,0.9293
17031843000,0.908
17031843800,0.9496
17043846507,0.5589
17043846523,0.6755
17051950700,0.555
17051951000,0.3633
17057953400,0.415
17057953800,0.157
17067953800,0.0893
17071973500,0.4389
17073031200,0.4741
17075950400,0.4413
17075950500,0.4436
17077010700,0.4112
17083010401,0.5701
17089850302,0.6294
17089851907,0.3399
17089852404,0.0812
17089852406,0.1736
17089852408,0.2115
17089853007,0.452
17089853200,0.5364
17089854001,0.8029
17197880510,0.704
17197880601,0.4383
17197880905,0.9324
17197881109,0.3893
17197881201,0.7595
17197882801,0.7011
17197883509,0.6822
17197883514,0.6377
17197884004,0.2545
17199020400,0.4805
17201000506,0.1718
17201000507,0.2888
17201000600,0.3677
17201002800,0.9264
17201004100,0.1365
17031806700,0.472
17031807000,0.6592
17031807800,0.9241
17031810200,0.5603
17031812301,0.5572
17031813302,0.9287
17031814900,0.6072
17031815900,0.604
17031816600,0.927
17031817500,0.7782
17031818500,0.8029
17031818900,0.6855
17031820400,0.9369
17031820502,0.8918
17031823603,0.9203
17031824121,0.1356
17031827802,0.5951
17031827805,0.8774
17031830001,0.6092
17195000500,0.5543
17195000900,0.3766
17197880109,0.1906
17197880114,0.7503
17197880508,0.5487
17197880602,0.6058
17197881012,0.1103
17197881111,0.7014
17197881401,0.9585
17197881601,0.3875
17197883216,0.6905
17197883511,0.2498
17197883515,0.3068
17197883517,0.3407
17201000515,0.4508
17201001100,0.8206
17201002100,0.9893
17201003606,0.5222
17203030100,0.1347
17203030200,0.0998
17031838300,0.746
17031839200,0.8628
17031840700,0.9439
17031842400,0.8689
17031843300,0.8025
17033880500,0.814
17043840704,0.9714
17043840802,0.8348
17043841114,0.8235
17043841704,0.6283
17043842603,0.5249
17043844304,0.6635
17043844602,0.721
17043845200,0.6879
17043846201,0.1952
17043846202,0.516
17043846524,0.1405
17051950900,0.4219
17053961700,0.4737
17055040100,0.526
17057953100,0.3405
17097863701,0.7794
17097864308,0.4717
17097864510,0.636
17097864602,0.423
17097864903,0.7352
17097865502,0.7494
17099962200,0.8589
17099963300,0.9416
17111870402,0.2414
17115000600,0.8416
17119400952,0.3883
17119403533,0.277
17119403701,0.3412
17121952300,0.5345
17121952400,0.5482
17127970400,0.4221
17129010200,0.3182
17139977200,0.7026
17141960800,0.2917
17157950600,0.781
17097861803,0.4801
17097863603,0.7384
17115003100,0.7417
17119400903,0.8433
17119402722,0.5738
17119403401,0.3247
17119403802,0.541
17121952500,0.5808
17127970300,0.2154
17133600103,0.3149
17139977000,0.4081
17143002702,0.661
17143003000,0.2974
17143003402,0.4943
17143004600,0.9155
17043846308,0.3065
17043846412,0.631
17049950200,0.2871
17049950500,0.4934
17069970900,0.0683
17075950900,0.4349
17077010601,0.1562
17079977400,0.3441
17081050100,0.1959
17081050400,0.6975
17083010100,0.5482
17089851913,0.2738
17089853005,0.5882
17089853602,0.4084
17093890107,0.1279
17095001600,0.4312
17097860809,0.3289
17097861506,0.8195
17097861507,0.9721
17097861608,0.1475
17097862902,0.9336
17075950100,0.453
17077011200,0.3162
17081050600,0.302
17081050800,0.697
17089850706,0.3574
17043842800,0.9207
17043843301,0.9553
17043844502,0.4881
17043844702,0.7014
17043845401,0.7582
17043845805,0.8499
17043846002,0.8948
17043846003,0.8655
17043846513,0.4608
17043846702,0.9527
17051950600,0.3464
17055040200,0.3857
17055040800,0.38
17055041100,0.4762
17057953900,0.3322
17059972800,0.0891
17061973900,0.4856
17063000600,0.6981
17065973100,0.3472
17067954000,0.1939
17069971000,0.0251
17077011600,0.297
17087977600,0.3633
17089850400,0.5572
17179022000,0.2227
17183010100,0.3341
17187870100,0.6939
17031661100,0.836
17031671800,0.895
17031770202,0.798
17031800500,0.6609
17031800900,0.6024
17031802610,0.8679
17031803007,0.3158
17031803008,0.3
17031803500,0.391
17031803616,0.4712
17031803701,0.526
17031803702,0.6015
17031803800,0.6964
17031804000,0.4039
17031804306,0.3014
17031804309,0.4459
17031804506,0.5225
17031804705,0.3933
17031804709,0.3709
17031804713,0.4461
17031804716,0.1348
17031806001,0.5835
17031806004,0.2754
17031806005,0.434
17201003705,0.7888
17105960400,0.3381
17107952900,0.5946
17111870403,0.2461
17111870603,0.7176
17113000109,0.3514
17113000200,0.3949
17113001103,0.2764
17113001108,0.2536
17113001200,0.4994
17113005102,0.4914
17113005700,0.3598
17115001200,0.7991
17115002300,0.5178
17115002905,0.3431
17117956300,0.742
17119403002,0.1783
17119403300,0.4874
17119403603,0.2931
17121951600,0.5315
17121952100,0.8555
17121952700,0.4953
17141961001,0.834
17141961301,0.4608
17143001600,0.7918
17183011200,0.7265
17195000200,0.3475
17197880111,0.5679
17197880430,0.1439
17197880509,0.7727
17197881010,0.2637
17197881604,0.3577
17197882900,0.9012
17197883606,0.6992
17201000403,0.7402
17201000514,0.4457
17201001600,0.8826
17201002700,0.9034
17089854504,0.6512
17091011300,0.4832
17091011400,0.7606
17097860600,0.4636
17097861202,0.4925
17097861404,0.3619
17097861510,0.8219
17097862502,0.8212
17097864206,0.2138
17099963200,0.8782
17103000300,0.9346
17109010700,0.4079
17111870501,0.5353
17111870903,0.3871
17111871111,0.0745
17111871112,0.08
17001000201,0.3225
17031830004,0.406
17031834900,0.8256
17031835600,0.9193
17031835800,0.669
17031837400,0.8692
17043843400,0.7245
17043843900,0.8087
17043844201,0.5978
17043844902,0.8395
17043845000,0.5571
17043845902,0.8716
17043846311,0.3002
17043846315,0.8621
17043846411,0.674
17045070500,0.5553
17049950600,0.5408
17203030400,0.2861
17061973800,0.4041
17063000103,0.7263
17065973200,0.5042
17093890106,0.2615
17095000800,0.7368
17095001300,0.4778
17097860105,0.5157
17097862501,0.766
17097863601,0.8412
17097864207,0.5304
17097864305,0.1793
17097864520,0.5976
17099962700,0.8103
17111870604,0.5808
17111870605,0.2733
17111870606,0.4266
17159977900,0.4739
17161020400,0.8951
17161020800,0.6992
17163501100,0.9603
17165955700,0.5645
17167000100,0.8232
17167001003,0.0537
17167001200,0.4726
17167002700,0.4073
17167003702,0.6787
17169970300,0.3017
17173959300,0.6503
17177000300,0.2427
17185957300,0.6258
17191955100,0.5094
17195001101,0.3802
17143004801,0.6392
17145030100,0.4253
17145030600,0.4531
17149952800,0.3699
17157950500,0.8285
17161021500,0.7765
17161023700,0.8423
17163501802,0.3441
17163503903,0.4363
17163504351,0.3529
17163504600,0.89
17031804609,0.1815
17031805105,0.3993
17031805107,0.5831
17031805108,0.5585
17031805110,0.5438
17031806102,0.9144
17031808002,0.859
17031809200,0.7609
17031810800,0.6413
17031811701,0.9873
17031812900,0.6279
17031813100,0.6315
17031820604,0.8716
17031820605,0.8155
17031821101,0.532
17031822602,0.5621
17031823702,0.405
17031824006,0.1923
17031824900,0.5805
17031826303,0.5111
17031826304,0.3874
17031828900,0.8762
17031830600,0.7721
17031830700,0.68
17089850301,0.6458
17089852004,0.8278
17089852607,0.4243
17089852808,0.7769
17089852905,0.6939
17097864203,0.535
17097864516,0.2112
17115002902,0.1709
17117956100,0.2537
17117956400,0.4769
17119401101,0.922
17119401400,0.9232
17119401722,0.5358
17119402600,0.8849
17119402701,0.5155
17119403404,0.4557
17121951800,0.7082
17135957800,0.6926
17135957900,0.7387
17137951800,0.4157
17143002400,0.3855
17143004102,0.5667
17143004802,0.7874
17161020700,0.7289
17161021800,0.5192
17161023600,0.8815
17161024101,0.4803
17163501607,0.4817
17163502700,0.9392
17163503334,0.2196
17163503908,0.6312
17001000800,0.4757
17001010100,0.2044
17013951300,0.1934
17015960500,0.4373
17019000500,0.2407
17019010702,0.2301
17019011002,0.3404
17057953600,0.3826
17071973300,0.2174
17073030100,0.4363
17073030301,0.5597
17075950600,0.4205
17085020102,0.2088
17089854401,0.4412
17089854800,0.3082
17091010300,0.3804
17091010500,0.2752
17093890105,0.1563
17093890401,0.3717
17097860903,0.4217
17097861009,0.1528
17097861013,0.2162
17097862402,0.9862
17097862800,0.8837
17097863202,0.8139
17097863300,0.5431
17097863500,0.8081
17097863904,0.7148
17097864106,0.6514
17097864407,0.2652
17097864700,0.5847
17143000600,0.655
17143003101,0.3282
17143003700,0.5852
17031826202,0.7907
17031826800,0.8587
17031827500,0.8686
17031827700,0.6689
17031832500,0.9166
17031834000,0.768
17031837800,0.876
17031838100,0.9394
17031839000,0.8858
17031843400,0.9531
17031843500,0.9582
17031843600,0.4947
17031843700,0.8921
17037000402,0.4446
17037001500,0.8002
17037001800,0.56
17037002000,0.5141
17039971700,0.6296
17041952100,0.4282
17041952200,0.4492
17043841002,0.4312
17043841104,0.9473
17043841322,0.3488
17043842500,0.4721
17031520500,0.8802
17031530100,0.8896
17031530502,0.7671
17031550100,0.9613
17031570100,0.9602
17031071600,0.8313
17031081402,0.8131
17031120100,0.9375
17031150402,0.695
17031151002,0.8769
17031160602,0.804
17031160800,0.8533
17031170400,0.4956
17031190100,0.7069
17031190800,0.8701
17031210100,0.8128
17031222800,0.8588
17031230100,0.6863
17201003300,0.6618
17201980000,0.9863
17083010500,0.0502
17089850600,0.6681
17089850704,0.3499
17089850707,0.4095
17089850800,0.7822
17111871205,0.5169
17111871206,0.2083
17111871402,0.5977
17111871501,0.3979
17111871502,0.6163
17113005103,0.0837
17113005501,0.1784
17115001400,0.6049
17115002906,0.6375
17119401102,0.8588
17119402200,0.7999
17031150501,0.8212
17031151100,0.6685
17031160100,0.8605
17031161000,0.9486
17031170200,0.584
17031190602,0.7356
17031220602,0.86
17031221400,0.8969
17031230600,0.8732
17031251900,0.8967
17031252000,0.5556
17031260800,0.9649
17031280900,0.7822
17031320101,0.902
17031320102,0.8852
17031340600,0.9479
17031380200,0.8301
17031410200,0.5284
17031410800,0.6244
17031430700,0.6348
17031440201,0.8126
17031490600,0.7646
17031561100,0.9822
17031580501,0.9532
17195001700,0.7462
17197880112,0.7843
17197880117,0.4359
17197880319,0.2366
17197880421,0.2903
17057952900,0.632
17067953700,0.2538
17073030500,0.6268
17073031100,0.6887
17077010200,0.4775
17077010900,0.4305
17077011702,0.4778
17085020200,0.6669
17089851301,0.6884
17089852403,0.5896
17089852405,0.1943
17089853402,0.5686
17089854200,0.747
17031081500,0.896
17031081800,0.8925
17031081900,0.9224
17031090200,0.6933
17031100100,0.8303
17031110400,0.8531
17031140602,0.8553
17031150300,0.9086
17031160200,0.892
17031160300,0.8994
17031161200,0.9339
17031170100,0.3624
17031170600,0.7307
17031170900,0.6435
17031200100,0.8757
17031220400,0.9257
17031222200,0.9186
17031240200,0.8908
17031250300,0.8617
17031250500,0.695
17031250800,0.8681
17031251800,0.9233
17031252202,0.9391
17031260300,0.9409
17031822101,0.5214
17031823001,0.4923
17031823303,0.873
17031150600,0.5309
17031190401,0.5917
17031230500,0.8437
17031231500,0.8017
17031240500,0.8715
17031240700,0.6735
17031241000,0.7215
17031243200,0.9141
17031251200,0.8015
17031260200,0.935
17031260900,0.9558
17031281900,0.904
17031283200,0.866
17031301100,0.96
17031301802,0.9517
17031380100,0.5937
17031390600,0.4995
17031410600,0.5513
17031430600,0.5079
17031491200,0.6043
17031500200,0.9117
17031560100,0.9268
17031570500,0.9352
17031580200,0.9506
17153971000,0.2302
17161020302,0.9064
17161024300,0.9023
17163500500,0.9596
17111870702,0.3003
17111871107,0.061
17111871108,0.0301
17111871109,0.0297
17111871600,0.7074
17113000106,0.3658
17113000502,0.6075
17113000507,0.2076
17113001403,0.2718
17113005402,0.1093
17115001900,0.6971
17031271400,0.8475
17031310500,0.8376
17031390400,0.4173
17031430800,0.6067
17031560200,0.9632
17031611600,0.9481
17031612100,0.9561
17031670100,0.8626
17031671100,0.7663
17031710900,0.8045
17031711100,0.7606
17031770901,0.6187
17031801701,0.7149
17031801702,0.6889
17031802403,0.4287
17031802801,0.6855
17031803005,0.382
17031803013,0.314
17031803607,0.6538
17031803608,0.5588
17031804104,0.1057
17031804105,0.3772
17031804607,0.8425
17031804608,0.3849
17043846102,0.7024
17043846206,0.5548
17043846313,0.3531
17043846510,0.4004
17053962000,0.583
17197880307,0.0764
17197880321,0.2879
17197880323,0.4318
17197880702,0.8228
17197880901,0.8318
17197881115,0.3955
17197882602,0.7249
17197883402,0.7436
17199021200,0.7856
17199021300,0.4055
17201000300,0.6638
17201000512,0.2085
17031831500,0.6588
17031832000,0.6841
17031832200,0.934
17031836200,0.6634
17031842600,0.949
17037000100,0.3971
17039971500,0.6289
17043840201,0.7346
17043841111,0.1777
17043841603,0.8795
17043841707,0.6256
17043841901,0.3506
17043842300,0.3775
17043842711,0.2974
17043843302,0.7762
17043844202,0.6025
17043844309,0.553
17043844501,0.6665
17043844701,0.6016
17043844802,0.7008
17043845402,0.8966
17043845502,0.8246
17043845811,0.7831
17043846314,0.8527
17113000301,0.3376
17113001106,0.3986
17113001301,0.372
17113001600,0.4016
17089852907,0.6629
17089854100,0.7883
17089854508,0.6672
17091011700,0.7993
17091012600,0.7151
17093890103,0.1418
17093890108,0.128
17097860103,0.2756
17097861010,0.4138
17097861901,0.8994
17097862100,0.7686
17097862603,0.8271
17097864204,0.5649
17097864303,0.288
17097864403,0.4764
17097865600,0.5325
17097866200,0.7365
17111870302,0.3541
17111870704,0.45
17197880316,0.1319
17197880414,0.3229
17197880417,0.3735
17197880511,0.3424
17197881009,0.2727
17197882601,0.7196
17197882702,0.6621
17197883208,0.2085
17197883605,0.1782
17197884101,0.9274
17197980100,0.9266
17199020801,0.4105
17199021003,0.4541
17201000402,0.6095
17201000800,0.7732
17201002000,0.987
17201002400,0.6031
17201003200,0.6779
17201003904,0.3552
17023060100,0.5296
17029000300,0.5455
17031010600,0.7864
17031020200,0.9033
17031040401,0.8106
17031050300,0.8042
17031051300,0.9074
17031060500,0.6684
17031061901,0.7441
17031063302,0.7607
17031070600,0.9011
17031611200,0.9546
17031620200,0.9845
17031640500,0.901
17031650500,0.9549
17031660500,0.8822
17031661000,0.8647
17031681100,0.7037
17031700302,0.7419
17031700401,0.7381
17031700402,0.7092
17031800400,0.4995
17031801000,0.5015
17031801100,0.502
17031803014,0.9234
17031803015,0.6953
17031803200,0.3667
17031804108,0.4196
17031804109,0.4866
17031805109,0.5004
17031805502,0.603
17031807300,0.7289
17031808001,0.8524
17031809300,0.7803
17031809500,0.6769
17197880317,0.4195
17197880418,0.2533
17197880429,0.2364
17197880903,0.8385
17197881500,0.4949
17143004500,0.7219
17145030300,0.7313
17149952400,0.4356
17149952500,0.3791
17159978000,0.4615
17161020900,0.4044
17161021300,0.768
17163501502,0.4683
17163501900,0.5421
17163503332,0.4468
17163503414,0.2092
17163504354,0.3829
17167002001,0.0585
17167002600,0.4912
17167003202,0.2189
17167003603,0.2948
17169970200,0.2993
17179020301,0.3434
17179020600,0.416
17179021701,0.3779
17183000300,0.3224
17033880300,0.5516
17043840911,0.6872
17043841102,0.9438
17043841324,0.1655
17043841401,0.7455
17043842702,0.2427
17043842704,0.3173
17043842710,0.279
17043843800,0.8088
17043845601,0.4243
17043845702,0.3599
17043845704,0.291
17043845802,0.6737
17043845810,0.8143
17043846604,0.9195
17047957100,0.3004
17051950500,0.1702
17053961600,0.2763
17053961800,0.4989
17031611700,0.9131
17031611900,0.9669
17031650400,0.8218
17031671300,0.8668
17031690400,0.7617
17031720500,0.4803
17031800700,0.5892
17031800800,0.6585
17031802608,0.456
17031803613,0.473
17031804203,0.3803
17031804505,0.8548
17031804510,0.8133
17031812802,0.6264
17031815300,0.7042
17031815600,0.7547
17031815701,0.7624
17031819000,0.7624
17031820101,0.5522
17001001001,0.1695
17007010502,0.7341
17013951200,0.2072
17015960400,0.2631
17017960200,0.1147
17019005701,0.0451
17019005702,0.0091
17019005901,0.5411
17019005902,0.6076
17027900300,0.5457
17027900401,0.5002
17031020602,0.7788
17031031000,0.8701
17031050100,0.7018
17089852203,0.6401
17089852803,0.9588
17089854402,0.2846
17089854403,0.3098
17091011900,0.7727
17093890402,0.295
17093890404,0.1992
17093890502,0.2108
17095001100,0.6649
17097860811,0.5533
17097861008,0.207
17097861014,0.1968
17097861108,0.4551
17097861301,0.3709
17097861701,0.8347
17097862605,0.672
17097863100,0.9051
17097864307,0.3936
17097864402,0.3017
17115003000,0.3916
17117956000,0.3663
17117956500,0.2433
17119400904,0.7277
17119400951,0.4565
17119402804,0.2225
17119403601,0.3768
17119403702,0.3466
17121951700,0.3732
17123961100,0.3941
17125956300,0.2945
17125956700,0.3261
17131040200,0.379
17133600501,0.1468
17137951400,0.363
17137952200,0.3754
17141960900,0.4838
17143002701,0.745
17143003300,0.7285
17147954600,0.5827
17159978300,0.2493
17031230300,0.8817
17031230900,0.8756
17031241600,0.817
17031242500,0.711
17031242800,0.7438
17031280100,0.8881
17031290900,0.9543
17031291200,0.8454
17031400400,0.6881
17031410100,0.4654
17031411100,0.6445
17031811500,0.9826
17031812500,0.4429
17031813900,0.8021
17031814100,0.8162
17031816100,0.7831
17031817101,0.8516
17031817300,0.8582
17031819300,0.8316
17031819400,0.9467
17031820103,0.8924
17031820104,0.8102
17031821001,0.8188
17031821002,0.7354
17031821800,0.449
17031822000,0.6637
17031822601,0.6806
17031823400,0.9088
17031824126,0.5427
17031825503,0.4524
17031825504,0.2219
17031825802,0.8915
17031826100,0.8817
17031826401,0.9081
17031826402,0.8785
17197880426,0.1936
17197881005,0.1412
17197881900,0.8995
17197882802,0.7594
17197883304,0.7341
17197883522,0.3138
17197883806,0.2859
17197884005,0.2402
17199020802,0.1279
17201000103,0.5281
17201000105,0.3865
17201000200,0.5886
17201000513,0.5998
17201000700,0.6032
17201001000,0.9314
17201002301,0.5507
17201003100,0.4978
17201003602,0.2768
17201003605,0.398
17031807100,0.6292
17031808200,0.9326
17031810400,0.6535
17031810701,0.7054
17031810900,0.6755
17031812000,0.7654
17031812400,0.6167
17031814000,0.8036
17031818600,0.9332
17031819801,0.7912
17031820800,0.9906
17031822301,0.3938
17031822400,0.7177
17031823102,0.7608
17031823904,0.6189
17031824119,0.3513
17031824127,0.2988
17031824128,0.4361
17031824503,0.4863
17031824505,0.3764
17031824509,0.1835
17031823801,0.6093
17031823806,0.6694
17031824114,0.4378
17031825900,0.8835
17031828504,0.6405
17031828601,0.4255
17031830900,0.9288
17031831100,0.9422
17031833100,0.8967
17031834800,0.6781
17031837000,0.8432
17031842500,0.7566
17035972600,0.3417
17043840102,0.64
17043841312,0.9848
17043841801,0.5071
17043843100,0.9357
17043843602,0.5885
17043843700,0.754
17043845505,0.3735
17043845506,0.3315
17103000800,0.2749
17105960800,0.6439
17111871110,0.3464
17111871202,0.7591
17111871301,0.647
17111871304,0.7188
17111871312,0.5719
17113001700,0.4127
17113005202,0.2762
17113005601,0.2214
17115000900,0.8901
17115001500,0.6287
17115002100,0.8639
17119400200,0.9915
17119401901,0.8819
17119402721,0.2346
17119403801,0.2158
17121952600,0.3879
17123961500,0.427
17163500900,0.9427
17163503102,0.8502
17163503324,0.0644
17163504358,0.4891
17165955500,0.2651
17165955800,0.32
17167000400,0.8845
17167000700,0.6254
17167002900,0.1583
17173959400,0.3361
17175951400,0.489
17179021604,0.5652
17181950200,0.5332
17183001300,0.1085
17191955000,0.3986
17193958100,0.3047
17195000700,0.414
17197880106,0.225
17197880203,0.5638
17197880304,0.0597
17197883602,0.7782
17201000501,0.5871
17201000510,0.2569
17201001800,0.9464
17201002600,0.6281
17201003000,0.543
17201003711,0.9178
17203030300,0.6196
17203030502,0.375
17055040400,0.3293
17055040600,0.6076
17061973600,0.3472
17063000102,0.7242
17063000200,0.78
17063000400,0.534
17063000500,0.6377
17063000700,0.6277
17067954200,0.3188
17073030202,0.3348
17073030302,0.5669
17077010100,0.5652
17077010602,0.5262
17077011100,0.6194
17079977500,0.2776
17081051100,0.8733
17087980000,0.2554
17089850101,0.1204
17089850106,0.4946
17149952600,0.5727
17155954600,0.473
17157950700,0.6591
17161021000,0.3403
17163501602,0.5279
17163501604,0.462
17163502500,0.8522
17163502800,0.7521
17163503301,0.4306
17163503412,0.5404
17165955600,0.7506
17165956000,0.1815
17167002100,0.1729
17167003500,0.2558
17167003801,0.464
17177000200,0.2951
17177000900,0.116
17179022100,0.3952
17183000900,0.6977
17195000600,0.7001
17195001200,0.517
17115001801,0.3513
17117956200,0.3199
17117957000,0.3211
17119400700,0.976
17119401000,0.8994
17119401721,0.4985
17119403001,0.2344
17119403122,0.172
17119403200,0.4556
17123961400,0.4505
17141961002,0.2659
17143003900,0.346
17143004901,0.7018
17143005000,0.8389
17143005100,0.699
17151971300,0.1272
17161020101,0.5643
17161021400,0.8872
17161021600,0.7763
17163503800,0.8546
17197882400,0.887
17197882701,0.559
17197883000,0.9094
17197883100,0.8652
17197883219,0.4543
17197883504,0.6485
17199021002,0.6709
17199021400,0.8423
17201000401,0.4291
17201000502,0.2829
17201002200,0.9672
17055040500,0.767
17057952800,0.2723
17135957300,0.233
17141961100,0.625
17197881301,0.9093
17197881800,0.9267
17197882100,0.6767
17197882300,0.8478
17197882500,0.8934
17197883214,0.5411
17197883401,0.7972
17197883507,0.2444
17197883513,0.321
17197883519,0.3327
17197883804,0.4398
17197883808,0.1527
17197884006,0.2469
17199020600,0.5112
17199020700,0.6522
17201003808,0.6267
17115001802,0.4612
17115002002,0.7855
17115002500,0.4338
17115002601,0.3742
17115002800,0.4703
17119401200,0.9244
17119401701,0.6039
17119402100,0.6435
17119402500,0.7799
17119403531,0.2701
17121952200,0.5822
17125956500,0.6407
17133600104,0.507
17137951500,0.5672
17143000200,0.7315
17143004400,0.5913
17151971200,0.2479
17161020103,0.5847
17161020600,0.8953
17161021900,0.7189
17161023100,0.5662
17031804606,0.3996
17031804710,0.2369
17031804714,0.4878
17031805401,0.4734
17031805501,0.5448
17031805901,0.7443
17031808100,0.8645
17031808702,0.8092
17031809100,0.6508
17031810501,0.4877
17031813000,0.6115
17031813400,0.8138
17031814200,0.9153
17031821600,0.606
17031821700,0.533
17031822102,0.5164
17031823304,0.8082
17031823901,0.5898
17031824107,0.1846
17031824123,0.3741
17031829902,0.3138
17031830008,0.7508
17031831300,0.8401
17031832400,0.8217
17031834200,0.6497
17031834300,0.7951
17031839700,0.9389
17031842000,0.8672
17031843900,0.6351
17031844600,0.801
17033880200,0.3803
17037000900,0.323
17043841109,0.7369
17043841313,0.8322
17043841321,0.3282
17043841501,0.9936
17043841607,0.8833
17043841706,0.4533
17043843000,0.8639
17177001300,0.5205
17179020500,0.6187
17179021201,0.3593
17031480300,0.8676
17031530200,0.823
17031530600,0.9011
17031560400,0.9703
17031570400,0.9877
17031580600,0.9655
17031611300,0.9539
17031611800,0.9711
17031630900,0.944
17031670200,0.8686
17031671400,0.8746
17031671600,0.8526
17031691100,0.8779
17031710400,0.8817
17031720600,0.4879
17031730202,0.7611
17031730400,0.7351
17031730500,0.7497
17031750100,0.5015
17031750300,0.3656
17031802002,0.4242
17031802404,0.7856
17031803901,0.6519
17031804701,0.4864
17031810702,0.5721
17031813801,0.9262
17031814600,0.6498
17031815400,0.7075
17031819200,0.9317
17097864517,0.4228
17097864524,0.4784
17097864904,0.6726
17097865700,0.6943
17097865802,0.82
17099962800,0.8732
17099963000,0.9734
17101881100,0.5209
17103000600,0.7449
17105960100,0.6809
17105960700,0.6232
17107953300,0.6916
17109010200,0.316
17111870301,0.3863
17111870811,0.2135
17111871305,0.5588
17111871404,0.1706
17113000107,0.3405
17113000302,0.5871
17113000504,0.468
17161024200,0.8903
17163501200,0.9516
17163501501,0.4948
17201003400,0.5174
17201003601,0.6218
17201003604,0.5075
17201003706,0.9697
17201003901,0.1339
17201004002,0.6419
17201004005,0.4092
17097864105,0.3864
17097864306,0.4288
17097864518,0.4471
17097865000,0.434
17097865300,0.5683
17097865801,0.7247
17105960500,0.7203
17107953500,0.577
17109010300,0.3884
17109011100,0.2416
17111870104,0.3884
17111870105,0.4883
17111870200,0.6604
17111870807,0.5294
17111870808,0.5577
17111871105,0.1029
17111871113,0.1381
17113000501,0.3781
17113001105,0.1944
17113001303,0.3994
17113001500,0.4202
17115001600,0.7534
17115002700,0.1588
17119400101,0.9788
17031824507,0.3501
17031825505,0.4611
17031826000,0.9688
17031828503,0.7095
17043842900,0.8143
17043845703,0.3227
17043845803,0.9962
17043846105,0.6577
17047957000,0.3508
17049950100,0.3462
17055040900,0.6682
17057953500,0.555
17057953700,0.7208
17063000900,0.345
17071973400,0.5514
17089851102,0.744
17089852104,0.7614
17089852906,0.7806
17089854900,0.6971
17091010100,0.523
17091010601,0.2781
17091010602,0.6939
17091011000,0.3258
17091011800,0.7468
17093890202,0.8277
17093890403,0.456
17097861304,0.4726
17097861604,0.3336
17163504355,0.1667
17167001100,0.1051
17167003604,0.2786
17167003701,0.3656
17173959500,0.2201
17181950400,0.358
17183000100,0.5693
17183000500,0.2072
17183010600,0.6725
17183010702,0.2987
17183010800,0.3439
17191954900,0.2799
17193958200,0.8131
17197880408,0.2928
17197880502,0.8915
17197881202,0.4704
17197881402,0.8146
17197883303,0.4305
17197883305,0.7724
17197883307,0.6113
17197883603,0.6855
17043844100,0.7879
17043844901,0.418
17043845507,0.6427
17043845901,0.9737
17097861609,0.2871
17097864109,0.5135
17097864408,0.4517
17097864412,0.2904
17097864513,0.7337
17097865200,0.4587
17097865501,0.6283
17097866000,0.6226
17099962300,0.9379
17099964100,0.4085
17101880700,0.7887
17109010402,0.3846
17111870809,0.4152
17111871114,0.4343
17111871115,0.538
17111871207,0.1687
17111871208,0.1038
17111871209,0.6344
17113000506,0.1098
17113002102,0.3302
17115000400,0.7479
